Outstanding Shares,5998819840
Share Price,285.70001220703125
Market Value,1713862901515.7812
EPS,14.950001185931356
PE Ratio,19.267557
Enterprise Value,1419000676352
Beta,0.039721
Cost of Equity,0.027899633
Short Ratio,
