Outstanding Shares,4601079808
Share Price,177.3800048828125
Market Value,816139558809.25
EPS,11.886999919046703
PE Ratio,14.922184
Enterprise Value,873522462720
Beta,0.893219
Cost of Equity,0.09020498700000001
Short Ratio,2.19
